alpha,year,long_count,short_count,pnl,sharpe,fitness,returns,draw_down,turn_over,margin
returns/split,2015,1437,1458,-1.02M,-1.33,-0.47,-10.24%,5.89%,83.21%,-2.44bpm
returns/split,2016,1430,1472,53.5K,0.07,0.01,0.54%,6.33%,83.09%,0.13bpm
returns/split,2017,1435,1477,141K,2.98,1.34,16.88%,0.41%,83.00%,4.03bpm
returns/split,2012-2017,1435,1473,-2.22M,-0.63,-0.15,-4.51%,16.81%,82.93%,-1.08bpm
returns + dividend,2012,1272,1636,-718K,-1.64,-0.53,-8.53%,3.73%,81.05%,-2.09bpm
returns + dividend,2013,1261,1658,-574K,-1.36,-0.36,-5.74%,3.13%,80.15%,-1.42bpm
returns + dividend,2014,1262,1650,-827K,-1.22,-0.39,-8.27%,6.62%,80.18%,-2.05bpm
returns + dividend,2015,1257,1638,-1.06M,-1.65,-0.60,-10.61%,6.41%,80.39%,-2.62bpm
returns + dividend,2016,1257,1645,49.6K,0.08,0.01,0.50%,5.06%,80.02%,0.12bpm
returns + dividend,2017,1306,1605,133K,3.53,1.59,15.93%,0.34%,78.90%,4.01bpm
returns + dividend,2012-2017,1262,1645,-3.00M,-1.04,-0.29,-6.09%,18.43%,80.31%,-1.50bpm
returns - dividend,2012,1626,1283,16.6K,0.04,0.00,0.20%,3.88%,81.03%,0.05bpm
returns - dividend,2013,1599,1320,334K,0.79,0.16,3.34%,1.47%,80.28%,0.83bpm
returns - dividend,2014,1620,1292,-976K,-1.52,-0.53,-9.76%,8.22%,80.32%,-2.41bpm
returns - dividend,2015,1617,1277,-368K,-0.58,-0.12,-3.68%,3.89%,80.40%,-0.91bpm
returns - dividend,2016,1618,1284,-145K,-0.22,-0.03,-1.45%,5.35%,80.15%,-0.36bpm
returns - dividend,2017,1568,1343,142K,4.82,2.24,17.08%,0.29%,78.99%,4.29bpm
returns - dividend,2012-2017,1615,1292,-996K,-0.35,-0.06,-2.02%,11.30%,80.39%,-0.50bpm
returns * dividend,2012,507,607,132K,0.17,0.02,1.57%,3.64%,77.04%,0.40bpm
returns * dividend,2013,469,581,-461K,-0.83,-0.21,-4.61%,4.02%,75.21%,-1.22bpm
returns * dividend,2014,483,568,113K,0.21,0.03,1.13%,2.54%,75.32%,0.30bpm
returns * dividend,2015,502,558,-237K,-0.30,-0.05,-2.37%,3.73%,75.63%,-0.62bpm
returns * dividend,2016,474,604,183K,0.30,0.05,1.83%,2.44%,75.69%,0.48bpm
returns * dividend,2017,396,411,197K,5.43,3.16,23.65%,0.36%,69.85%,6.72bpm
returns * dividend,2012-2017,485,580,-71.6K,-0.02,0.00,-0.15%,7.53%,75.64%,-0.04bpm
dividend/returns,2012,506,577,-829K,-0.74,-0.26,-9.86%,10.47%,79.45%,-2.46bpm
dividend/returns,2013,477,542,1.17M,1.15,0.44,11.66%,3.14%,78.25%,2.96bpm
dividend/returns,2014,467,554,805K,0.85,0.27,8.05%,3.98%,79.53%,2.01bpm
dividend/returns,2015,508,526,-1.31M,-1.33,-0.54,-13.11%,7.65%,78.54%,-3.31bpm
dividend/returns,2016,473,578,1.90M,2.15,1.06,18.95%,1.70%,78.24%,4.81bpm
dividend/returns,2017,362,405,39.5K,0.95,0.24,4.73%,0.41%,75.01%,1.25bpm
dividend/returns,2012-2017,483,552,1.77M,0.35,0.07,3.59%,10.47%,78.72%,0.90bpm
returns/dividend,2012,4,4,283K,0.21,0.03,3.37%,6.80%,142.92%,0.47bpm
returns/dividend,2013,3,3,663K,0.44,0.10,6.63%,4.54%,138.10%,0.95bpm
returns/dividend,2014,3,3,-868K,-0.58,-0.14,-8.68%,9.68%,141.27%,-1.22bpm
returns/dividend,2015,3,3,1.77M,0.92,0.33,17.68%,5.40%,136.51%,2.57bpm
returns/dividend,2016,3,3,2.06M,1.31,0.51,20.60%,4.34%,134.13%,3.05bpm
returns/dividend,2017,1,1,309K,2.71,1.51,37.09%,1.38%,119.05%,6.18bpm
returns/dividend,2012-2017,3,3,4.22M,0.53,0.13,8.56%,11.81%,138.11%,1.23bpm
adv20 + sharesout,2012,896,2012,260K,0.51,0.49,3.09%,2.69%,3.35%,18.29bpm
adv20 + sharesout,2013,915,2003,-19.3K,-0.04,-0.01,-0.19%,2.24%,2.87%,-1.34bpm
adv20 + sharesout,2014,929,1984,72.9K,0.12,0.06,0.73%,2.96%,3.29%,4.39bpm
adv20 + sharesout,2015,919,1975,23.8K,0.04,0.01,0.24%,2.11%,3.30%,1.43bpm
adv20 + sharesout,2016,915,1988,451K,0.72,0.88,4.51%,1.74%,3.02%,29.68bpm
adv20 + sharesout,2017,931,1980,195K,5.20,15.07,23.34%,0.36%,2.78%,166.58bpm
adv20 + sharesout,2012-2017,916,1992,983K,0.35,0.28,2.00%,4.54%,3.15%,12.56bpm
adv20 - sharesout,2012,896,2012,260K,0.51,0.49,3.09%,2.69%,3.35%,18.29bpm
adv20 - sharesout,2013,915,2003,-19.1K,-0.04,-0.01,-0.19%,2.24%,2.87%,-1.32bpm
adv20 - sharesout,2014,929,1984,73.0K,0.12,0.06,0.73%,2.96%,3.29%,4.40bpm
adv20 - sharesout,2015,919,1975,23.7K,0.04,0.01,0.24%,2.11%,3.30%,1.42bpm
adv20 - sharesout,2016,915,1988,452K,0.72,0.89,4.52%,1.74%,3.02%,29.69bpm
adv20 - sharesout,2017,931,1980,195K,5.20,15.07,23.34%,0.36%,2.78%,166.52bpm
adv20 - sharesout,2012-2017,916,1992,984K,0.35,0.28,2.00%,4.54%,3.15%,12.56bpm
adv20 * sharesout,2012,656,2252,763K,1.17,2.30,9.07%,1.66%,2.35%,76.51bpm
adv20 * sharesout,2013,662,2257,-448K,-0.68,-1.04,-4.48%,2.86%,1.93%,-46.15bpm
adv20 * sharesout,2014,672,2241,254K,0.32,0.34,2.54%,3.97%,2.17%,23.28bpm
adv20 * sharesout,2015,678,2217,667K,0.96,1.67,6.67%,2.51%,2.20%,60.29bpm
adv20 * sharesout,2016,675,2228,525K,0.78,1.27,5.25%,2.30%,1.98%,52.63bpm
adv20 * sharesout,2017,687,2224,156K,2.79,9.18,18.71%,0.44%,1.73%,214.47bpm
adv20 * sharesout,2012-2017,669,2238,1.92M,0.54,0.74,3.89%,5.92%,2.11%,36.60bpm
sharesout/adv20,2012,938,1970,140K,0.28,0.16,1.66%,2.42%,4.71%,6.99bpm
sharesout/adv20,2013,980,1938,-1.02M,-1.78,-2.75,-10.18%,5.51%,4.27%,-47.32bpm
sharesout/adv20,2014,1022,1891,-603K,-0.85,-1.03,-6.03%,3.81%,4.13%,-28.97bpm
sharesout/adv20,2015,1012,1882,1.15M,1.78,2.85,11.52%,2.18%,4.50%,50.78bpm
sharesout/adv20,2016,1004,1898,-1.18M,-1.46,-2.57,-11.80%,9.07%,3.82%,-61.26bpm
sharesout/adv20,2017,1023,1888,-54.1K,-0.78,-1.05,-6.50%,0.66%,3.58%,-35.98bpm
sharesout/adv20,2012-2017,994,1914,-1.56M,-0.47,-0.40,-3.17%,9.41%,4.26%,-14.79bpm
adv20/sharesout,2012,1163,1745,-583K,-0.85,-0.90,-6.93%,5.95%,6.18%,-22.24bpm
adv20/sharesout,2013,1168,1751,541K,0.67,0.66,5.41%,2.99%,5.54%,19.38bpm
adv20/sharesout,2014,1164,1748,-822K,-0.74,-0.85,-8.22%,7.56%,6.14%,-26.56bpm
adv20/sharesout,2015,1188,1707,-982K,-1.25,-1.50,-9.82%,7.10%,6.88%,-28.34bpm
adv20/sharesout,2016,1181,1722,341K,0.33,0.24,3.41%,4.47%,6.03%,11.20bpm
adv20/sharesout,2017,1169,1743,170K,3.77,6.95,20.38%,0.37%,6.00%,67.40bpm
adv20/sharesout,2012-2017,1173,1734,-1.34M,-0.29,-0.19,-2.71%,15.38%,6.15%,-8.75bpm
adv20 + cap,2012,896,2012,261K,0.51,0.49,3.10%,2.68%,3.35%,18.37bpm
adv20 + cap,2013,916,2003,-27.5K,-0.05,-0.02,-0.28%,2.26%,2.86%,-1.91bpm
adv20 + cap,2014,929,1983,75.3K,0.13,0.06,0.75%,2.96%,3.28%,4.55bpm
adv20 + cap,2015,920,1975,29.6K,0.05,0.02,0.30%,2.11%,3.29%,1.79bpm
adv20 + cap,2016,915,1988,444K,0.71,0.87,4.44%,1.73%,3.01%,29.28bpm
adv20 + cap,2017,932,1979,194K,5.16,14.98,23.29%,0.36%,2.77%,167.06bpm
adv20 + cap,2012-2017,916,1991,976K,0.34,0.27,1.98%,4.53%,3.14%,12.51bpm
adv20 - cap,2012,895,2013,259K,0.51,0.48,3.08%,2.71%,3.36%,18.22bpm
adv20 - cap,2013,915,2003,-10.8K,-0.02,0.00,-0.11%,2.22%,2.88%,-0.75bpm
adv20 - cap,2014,929,1984,70.6K,0.12,0.06,0.71%,2.97%,3.31%,4.23bpm
adv20 - cap,2015,919,1976,17.7K,0.03,0.01,0.18%,2.11%,3.32%,1.06bpm
adv20 - cap,2016,914,1988,459K,0.73,0.90,4.59%,1.75%,3.03%,30.09bpm
adv20 - cap,2017,931,1980,195K,5.24,15.16,23.39%,0.36%,2.80%,166.02bpm
adv20 - cap,2012-2017,915,1992,991K,0.35,0.28,2.01%,4.54%,3.17%,12.62bpm
adv20 * cap,2012,653,2256,442K,0.71,1.03,5.25%,3.97%,2.52%,41.38bpm
adv20 * cap,2013,654,2265,-912K,-1.39,-3.16,-9.12%,5.33%,1.77%,-102.45bpm
adv20 * cap,2014,664,2249,391K,0.44,0.62,3.91%,3.12%,2.02%,38.51bpm
adv20 * cap,2015,667,2228,912K,1.02,2.18,9.12%,2.60%,2.01%,90.19bpm
adv20 * cap,2016,668,2234,-143K,-0.14,-0.12,-1.43%,7.42%,1.83%,-15.55bpm
adv20 * cap,2017,682,2229,16.6K,0.25,0.27,1.99%,0.64%,1.60%,24.59bpm
adv20 * cap,2012-2017,662,2246,705K,0.17,0.14,1.43%,10.53%,2.00%,14.19bpm
cap/adv20,2012,905,2003,315K,0.58,0.55,3.74%,3.05%,4.07%,18.24bpm
cap/adv20,2013,920,1998,-1.26M,-2.00,-3.76,-12.58%,6.16%,3.55%,-70.36bpm
cap/adv20,2014,957,1956,-133K,-0.18,-0.11,-1.33%,2.62%,3.54%,-7.46bpm
cap/adv20,2015,947,1948,947K,1.43,2.20,9.47%,1.88%,3.99%,47.17bpm
cap/adv20,2016,940,1963,-1.20M,-1.41,-2.75,-12.02%,10.23%,3.13%,-76.13bpm
cap/adv20,2017,931,1981,-72.3K,-1.27,-2.21,-8.67%,0.43%,2.89%,-59.61bpm
cap/adv20,2012-2017,935,1973,-1.40M,-0.40,-0.35,-2.85%,10.81%,3.63%,-15.58bpm
adv20/cap,2012,964,1945,-1.23M,-1.15,-1.69,-14.59%,12.64%,6.67%,-43.37bpm
adv20/cap,2013,955,1964,1.02M,0.90,1.20,10.24%,5.38%,5.70%,35.66bpm
adv20/cap,2014,947,1966,-1.61M,-0.92,-1.48,-16.13%,17.03%,6.29%,-50.88bpm
adv20/cap,2015,949,1946,-742K,-0.45,-0.45,-7.42%,11.26%,7.41%,-19.86bpm
adv20/cap,2016,951,1951,909K,0.41,0.51,9.09%,10.72%,6.10%,29.57bpm
adv20/cap,2017,941,1970,35.7K,0.45,0.39,4.29%,1.29%,5.72%,14.88bpm
adv20/cap,2012-2017,953,1955,-1.61M,-0.20,-0.14,-3.28%,23.84%,6.42%,-10.14bpm
adv20 + split,2012,896,2013,259K,0.50,0.48,3.08%,2.70%,3.35%,18.25bpm
adv20 + split,2013,915,2003,-19.2K,-0.04,-0.01,-0.19%,2.24%,2.87%,-1.33bpm
adv20 + split,2014,929,1984,73.0K,0.12,0.06,0.73%,2.96%,3.29%,4.40bpm
adv20 + split,2015,919,1975,23.7K,0.04,0.01,0.24%,2.11%,3.30%,1.42bpm
adv20 + split,2016,915,1988,452K,0.72,0.89,4.52%,1.74%,3.02%,29.68bpm
adv20 + split,2017,931,1980,195K,5.20,15.07,23.34%,0.36%,2.78%,166.55bpm
adv20 + split,2012-2017,916,1992,982K,0.35,0.27,1.99%,4.54%,3.15%,12.55bpm
adv20 - split,2012,896,2013,259K,0.50,0.48,3.08%,2.70%,3.35%,18.25bpm
adv20 - split,2013,915,2003,-19.2K,-0.04,-0.01,-0.19%,2.24%,2.87%,-1.33bpm
adv20 - split,2014,929,1984,73.0K,0.12,0.06,0.73%,2.96%,3.29%,4.40bpm
adv20 - split,2015,919,1975,23.7K,0.04,0.01,0.24%,2.11%,3.30%,1.42bpm
adv20 - split,2016,915,1988,452K,0.72,0.89,4.52%,1.74%,3.02%,29.68bpm
adv20 - split,2017,931,1980,195K,5.20,15.07,23.34%,0.36%,2.78%,166.55bpm
adv20 - split,2012-2017,916,1992,982K,0.35,0.27,1.99%,4.54%,3.15%,12.55bpm
adv20 * split,2012,896,2013,258K,0.50,0.48,3.07%,2.70%,3.35%,18.18bpm
adv20 * split,2013,915,2003,-17.8K,-0.04,-0.01,-0.18%,2.24%,2.88%,-1.23bpm
adv20 * split,2014,929,1984,54.7K,0.09,0.04,0.55%,2.95%,3.38%,3.21bpm
adv20 * split,2015,919,1975,16.2K,0.03,0.01,0.16%,2.11%,3.33%,0.97bpm
adv20 * split,2016,915,1988,452K,0.72,0.89,4.52%,1.74%,3.02%,29.66bpm
adv20 * split,2017,931,1980,195K,5.20,15.07,23.35%,0.36%,2.78%,166.47bpm
adv20 * split,2012-2017,916,1992,957K,0.34,0.26,1.94%,4.52%,3.18%,12.13bpm
split/adv20,2012,897,2011,22.2K,0.04,0.01,0.26%,3.48%,5.13%,1.02bpm
split/adv20,2013,927,1992,-2.27K,0.00,0.00,-0.02%,2.66%,4.31%,-0.10bpm
split/adv20,2014,952,1960,13.1K,0.03,0.00,0.13%,2.65%,4.20%,0.62bpm
split/adv20,2015,941,1953,-221K,-0.38,-0.26,-2.21%,2.63%,4.60%,-9.54bpm
split/adv20,2016,934,1968,341K,0.49,0.45,3.41%,3.31%,4.18%,16.19bpm
split/adv20,2017,940,1971,-451K,-12.90,-47.84,-54.16%,2.11%,3.94%,-272.69bpm
split/adv20,2012-2017,932,1976,-299K,-0.10,-0.04,-0.61%,5.13%,4.45%,-2.70bpm
adv20/split,2012,896,2013,260K,0.51,0.49,3.09%,2.70%,3.35%,18.29bpm
adv20/split,2013,915,2003,-19.1K,-0.04,-0.01,-0.19%,2.24%,2.87%,-1.32bpm
adv20/split,2014,929,1984,75.3K,0.13,0.06,0.75%,2.97%,3.29%,4.53bpm
adv20/split,2015,919,1975,23.5K,0.04,0.01,0.24%,2.12%,3.31%,1.41bpm
adv20/split,2016,915,1988,451K,0.72,0.88,4.51%,1.74%,3.02%,29.64bpm
adv20/split,2017,931,1980,194K,5.19,15.04,23.31%,0.36%,2.78%,166.42bpm
adv20/split,2012-2017,916,1992,985K,0.35,0.28,2.00%,4.55%,3.15%,12.58bpm
adv20 + dividend,2012,896,2013,259K,0.50,0.48,3.08%,2.70%,3.35%,18.25bpm
adv20 + dividend,2013,915,2003,-19.2K,-0.04,-0.01,-0.19%,2.24%,2.87%,-1.33bpm
adv20 + dividend,2014,929,1984,73.0K,0.12,0.06,0.73%,2.96%,3.29%,4.39bpm
adv20 + dividend,2015,919,1975,23.7K,0.04,0.01,0.24%,2.11%,3.30%,1.42bpm
adv20 + dividend,2016,915,1988,452K,0.72,0.89,4.52%,1.74%,3.02%,29.68bpm
adv20 + dividend,2017,931,1980,195K,5.20,15.07,23.34%,0.36%,2.78%,166.55bpm
adv20 + dividend,2012-2017,916,1992,982K,0.35,0.27,1.99%,4.54%,3.15%,12.55bpm
adv20 - dividend,2012,896,2013,259K,0.50,0.48,3.08%,2.70%,3.35%,18.25bpm
adv20 - dividend,2013,915,2003,-19.2K,-0.04,-0.01,-0.19%,2.24%,2.87%,-1.33bpm
adv20 - dividend,2014,929,1984,73.0K,0.12,0.06,0.73%,2.96%,3.29%,4.39bpm
adv20 - dividend,2015,919,1975,23.7K,0.04,0.01,0.24%,2.11%,3.30%,1.42bpm
adv20 - dividend,2016,915,1988,452K,0.72,0.89,4.52%,1.74%,3.02%,29.68bpm
adv20 - dividend,2017,931,1980,195K,5.20,15.07,23.34%,0.36%,2.78%,166.55bpm
adv20 - dividend,2012-2017,916,1992,982K,0.35,0.27,1.99%,4.54%,3.15%,12.55bpm
adv20 * dividend,2012,88,1030,-502K,-0.80,-0.23,-5.97%,3.62%,72.04%,-1.64bpm
adv20 * dividend,2013,83,969,-692K,-1.11,-0.34,-6.92%,4.93%,71.96%,-1.91bpm
adv20 * dividend,2014,86,967,485K,0.59,0.15,4.85%,2.77%,71.59%,1.34bpm
adv20 * dividend,2015,88,974,338K,0.49,0.11,3.38%,2.39%,71.67%,0.94bpm
adv20 * dividend,2016,88,994,-388K,-0.50,-0.12,-3.88%,8.91%,71.62%,-1.07bpm
adv20 * dividend,2017,59,752,143K,2.68,1.35,17.12%,0.47%,67.56%,5.03bpm
adv20 * dividend,2012-2017,86,981,-616K,-0.17,-0.02,-1.25%,8.91%,71.70%,-0.35bpm
dividend/adv20,2012,88,1031,-879K,-1.21,-0.45,-10.45%,4.57%,74.14%,-2.80bpm
dividend/adv20,2013,83,970,-970K,-1.45,-0.53,-9.70%,5.79%,71.95%,-2.67bpm
dividend/adv20,2014,86,968,954K,1.41,0.51,9.54%,2.04%,72.53%,2.61bpm
dividend/adv20,2015,87,974,-1.45M,-1.70,-0.76,-14.54%,9.29%,73.02%,-3.95bpm
dividend/adv20,2016,88,993,-135K,-0.17,-0.02,-1.35%,4.69%,71.36%,-0.38bpm
dividend/adv20,2017,59,751,-87.3K,-1.74,-0.68,-10.47%,0.77%,68.93%,-3.01bpm
dividend/adv20,2012-2017,86,982,-2.57M,-0.67,-0.18,-5.22%,13.97%,72.49%,-1.43bpm
adv20/dividend,2012,3,4,-77.3K,-0.07,-0.01,-0.92%,7.63%,142.92%,-0.13bpm
adv20/dividend,2013,3,4,-988K,-0.74,-0.20,-9.88%,12.25%,138.10%,-1.42bpm
adv20/dividend,2014,3,4,-1.56M,-1.03,-0.34,-15.57%,9.64%,141.27%,-2.19bpm
adv20/dividend,2015,3,4,2.59M,1.20,0.52,25.92%,6.01%,136.51%,3.77bpm
adv20/dividend,2016,3,4,-447K,-0.28,-0.05,-4.47%,11.18%,134.13%,-0.66bpm
adv20/dividend,2017,1,1,174K,1.67,0.70,20.89%,1.28%,119.05%,3.48bpm
adv20/dividend,2012-2017,3,4,-304K,-0.04,0.00,-0.62%,19.19%,138.11%,-0.09bpm
sharesout + cap,2012,860,2048,307K,0.56,0.79,3.65%,3.22%,1.81%,39.96bpm
sharesout + cap,2013,856,2062,-1.36M,-2.22,-8.18,-13.64%,6.76%,1.01%,-269.17bpm
sharesout + cap,2014,860,2052,307K,0.34,0.57,3.07%,3.08%,1.10%,55.16bpm
sharesout + cap,2015,844,2051,740K,0.88,2.12,7.40%,2.93%,1.28%,114.84bpm
sharesout + cap,2016,847,2055,-917K,-0.92,-2.67,-9.17%,10.53%,1.08%,-168.24bpm
sharesout + cap,2017,855,2056,65.7K,0.91,2.73,7.89%,0.63%,0.87%,178.88bpm
sharesout + cap,2012-2017,853,2054,-861K,-0.21,-0.25,-1.75%,12.42%,1.23%,-28.15bpm
sharesout - cap,2012,2055,853,-311K,-0.56,-0.79,-3.70%,4.86%,1.85%,-39.78bpm
sharesout - cap,2013,2071,848,1.39M,2.25,8.30,13.88%,2.14%,1.02%,269.49bpm
sharesout - cap,2014,2058,854,-334K,-0.37,-0.64,-3.34%,6.09%,1.12%,-59.15bpm
sharesout - cap,2015,2055,840,-754K,-0.89,-2.15,-7.54%,6.44%,1.29%,-115.59bpm
sharesout - cap,2016,2060,842,919K,0.91,2.62,9.19%,4.70%,1.10%,166.25bpm
sharesout - cap,2017,2061,850,-60.0K,-0.83,-2.37,-7.19%,1.36%,0.89%,-160.54bpm
sharesout - cap,2012-2017,2060,847,847K,0.21,0.24,1.72%,12.85%,1.25%,27.29bpm
sharesout * cap,2012,656,2252,270K,0.46,0.68,3.20%,4.33%,1.45%,43.72bpm
sharesout * cap,2013,651,2268,-999K,-1.60,-5.24,-9.99%,6.01%,0.93%,-212.86bpm
sharesout * cap,2014,660,2253,-135K,-0.16,-0.19,-1.35%,3.07%,0.88%,-30.24bpm
sharesout * cap,2015,650,2245,732K,0.90,2.33,7.32%,2.55%,1.09%,133.67bpm
sharesout * cap,2016,650,2252,-714K,-0.73,-2.04,-7.14%,9.97%,0.91%,-155.10bpm
sharesout * cap,2017,666,2246,-32.6K,-0.43,-0.96,-3.92%,0.74%,0.80%,-97.62bpm
sharesout * cap,2012-2017,654,2254,-878K,-0.22,-0.29,-1.78%,11.70%,1.04%,-34.15bpm
cap/sharesout,2012,1118,1791,40.0K,0.08,0.04,0.48%,2.78%,2.49%,3.78bpm
cap/sharesout,2013,1126,1793,-884K,-1.88,-4.43,-8.84%,4.24%,1.60%,-109.86bpm
cap/sharesout,2014,1131,1782,627K,1.02,1.90,6.27%,1.66%,1.81%,68.76bpm
cap/sharesout,2015,1104,1791,801K,1.10,2.24,8.01%,2.25%,1.93%,82.34bpm
cap/sharesout,2016,1090,1813,-1.10M,-1.31,-3.47,-11.03%,9.51%,1.58%,-138.95bpm
cap/sharesout,2017,1073,1838,68.0K,1.40,3.36,8.16%,0.39%,1.41%,114.87bpm
cap/sharesout,2012-2017,1113,1795,-452K,-0.14,-0.10,-0.92%,9.62%,1.85%,-9.82bpm
sharesout/cap,2012,1073,1836,-167K,-0.26,-0.19,-1.99%,5.36%,3.79%,-10.41bpm
sharesout/cap,2013,1044,1875,524K,0.82,1.11,5.24%,3.42%,2.87%,36.30bpm
sharesout/cap,2014,1029,1884,-1.44M,-1.76,-3.81,-14.39%,10.86%,3.08%,-92.66bpm
sharesout/cap,2015,1022,1873,-1.03M,-0.94,-1.52,-10.26%,8.26%,3.92%,-51.95bpm
sharesout/cap,2016,1026,1876,1.28M,1.03,2.04,12.82%,4.95%,3.30%,77.15bpm
sharesout/cap,2017,1040,1871,36.3K,0.53,0.70,4.35%,1.09%,2.51%,34.44bpm
sharesout/cap,2012-2017,1037,1870,-790K,-0.17,-0.12,-1.60%,18.56%,3.36%,-9.46bpm
sharesout + split,2012,888,2021,187K,0.39,0.53,2.22%,2.08%,1.21%,36.44bpm
sharesout + split,2013,892,2027,-650K,-1.23,-3.82,-6.50%,4.62%,0.67%,-192.32bpm
sharesout + split,2014,910,2002,-319K,-0.43,-0.88,-3.19%,3.44%,0.75%,-84.13bpm
sharesout + split,2015,919,1976,274K,0.44,0.75,2.74%,2.00%,0.96%,56.58bpm
sharesout + split,2016,911,1992,-642K,-0.94,-2.92,-6.42%,5.68%,0.67%,-191.23bpm
sharesout + split,2017,918,1993,176K,2.62,18.66,21.12%,0.46%,0.42%,1006.82bpm
sharesout + split,2012-2017,905,2003,-976K,-0.31,-0.48,-1.98%,8.38%,0.83%,-47.21bpm
sharesout - split,2012,888,2021,187K,0.39,0.53,2.22%,2.08%,1.21%,36.44bpm
sharesout - split,2013,892,2027,-650K,-1.23,-3.82,-6.50%,4.62%,0.67%,-192.33bpm
sharesout - split,2014,910,2002,-319K,-0.43,-0.88,-3.19%,3.44%,0.75%,-84.13bpm
sharesout - split,2015,919,1976,274K,0.44,0.75,2.74%,2.00%,0.96%,56.58bpm
sharesout - split,2016,911,1992,-642K,-0.94,-2.92,-6.42%,5.68%,0.67%,-191.24bpm
sharesout - split,2017,918,1993,176K,2.62,18.66,21.12%,0.46%,0.42%,1006.92bpm
sharesout - split,2012-2017,905,2003,-976K,-0.31,-0.48,-1.98%,8.38%,0.83%,-47.21bpm
sharesout * split,2012,888,2021,181K,0.38,0.50,2.15%,2.11%,1.23%,34.71bpm
sharesout * split,2013,892,2027,-641K,-1.21,-3.51,-6.41%,4.57%,0.76%,-167.54bpm
sharesout * split,2014,910,2002,-332K,-0.44,-0.88,-3.32%,3.47%,0.84%,-78.14bpm
sharesout * split,2015,919,1976,273K,0.44,0.74,2.73%,2.00%,0.99%,54.80bpm
sharesout * split,2016,911,1992,-642K,-0.94,-2.91,-6.42%,5.68%,0.67%,-189.50bpm
sharesout * split,2017,918,1993,176K,2.62,18.56,21.12%,0.46%,0.42%,995.40bpm
sharesout * split,2012-2017,905,2003,-985K,-0.31,-0.47,-2.00%,8.42%,0.88%,-45.08bpm
split/sharesout,2012,1116,1793,210K,0.43,0.47,2.49%,2.58%,2.12%,23.38bpm
split/sharesout,2013,1115,1803,687K,1.50,3.54,6.87%,1.33%,1.22%,111.38bpm
split/sharesout,2014,1123,1789,-248K,-0.44,-0.56,-2.48%,3.94%,1.52%,-32.40bpm
split/sharesout,2015,1107,1787,-394K,-0.75,-1.18,-3.94%,2.71%,1.59%,-49.13bpm
split/sharesout,2016,1103,1799,703K,1.17,2.68,7.03%,2.69%,1.35%,103.12bpm
split/sharesout,2017,1099,1812,-395K,-10.36,-67.15,-47.40%,1.87%,1.13%,-834.15bpm
split/sharesout,2012-2017,1113,1795,562K,0.21,0.18,1.14%,5.76%,1.54%,14.75bpm
sharesout/split,2012,888,2021,188K,0.39,0.54,2.23%,2.07%,1.21%,36.75bpm
sharesout/split,2013,892,2027,-652K,-1.23,-3.83,-6.52%,4.63%,0.67%,-192.09bpm
sharesout/split,2014,910,2002,-317K,-0.42,-0.87,-3.17%,3.43%,0.76%,-82.92bpm
sharesout/split,2015,919,1976,273K,0.44,0.75,2.73%,2.00%,0.96%,56.25bpm
sharesout/split,2016,911,1992,-643K,-0.94,-2.93,-6.43%,5.68%,0.67%,-191.03bpm
sharesout/split,2017,918,1993,176K,2.62,18.64,21.11%,0.46%,0.42%,1006.02bpm
sharesout/split,2012-2017,905,2003,-976K,-0.31,-0.48,-1.98%,8.37%,0.84%,-47.08bpm
sharesout + dividend,2012,888,2021,187K,0.39,0.53,2.22%,2.08%,1.21%,36.42bpm
sharesout + dividend,2013,892,2027,-650K,-1.23,-3.82,-6.50%,4.62%,0.67%,-192.25bpm
sharesout + dividend,2014,910,2002,-319K,-0.43,-0.88,-3.19%,3.44%,0.75%,-84.09bpm
sharesout + dividend,2015,919,1976,274K,0.44,0.75,2.74%,2.00%,0.96%,56.56bpm
sharesout + dividend,2016,911,1992,-642K,-0.94,-2.92,-6.42%,5.68%,0.67%,-191.13bpm
sharesout + dividend,2017,918,1993,176K,2.62,18.66,21.12%,0.46%,0.42%,1006.28bpm
sharesout + dividend,2012-2017,905,2003,-976K,-0.31,-0.48,-1.98%,8.38%,0.83%,-47.20bpm
sharesout - dividend,2012,888,2021,187K,0.39,0.53,2.22%,2.08%,1.21%,36.42bpm
sharesout - dividend,2013,892,2027,-650K,-1.23,-3.82,-6.50%,4.62%,0.67%,-192.24bpm
sharesout - dividend,2014,910,2002,-319K,-0.43,-0.88,-3.19%,3.44%,0.75%,-84.09bpm
sharesout - dividend,2015,919,1976,274K,0.44,0.75,2.74%,2.00%,0.96%,56.56bpm
sharesout - dividend,2016,911,1992,-642K,-0.94,-2.92,-6.42%,5.68%,0.67%,-191.14bpm
sharesout - dividend,2017,918,1993,176K,2.62,18.66,21.12%,0.46%,0.42%,1006.18bpm
sharesout - dividend,2012-2017,905,2003,-976K,-0.31,-0.48,-1.98%,8.38%,0.83%,-47.19bpm
sharesout * dividend,2012,90,1028,-1.41M,-2.51,-1.21,-16.71%,7.51%,71.64%,-4.63bpm
sharesout * dividend,2013,85,967,-1.52M,-2.44,-1.13,-15.16%,7.68%,71.08%,-4.23bpm
sharesout * dividend,2014,87,966,72.8K,0.09,0.01,0.73%,4.78%,71.03%,0.20bpm
sharesout * dividend,2015,89,972,-72.6K,-0.10,-0.01,-0.73%,2.69%,70.51%,-0.20bpm
