alpha,year,long_count,short_count,pnl,sharpe,fitness,returns,draw_down,turn_over,margin
operating_income / liabilities_curr,2012-2017,992.0,1089.0,2.33M,0.46,0.45,4.73%,10.54%,5.14%,18.26bpm
liabilities_curr / operating_income,2012,948.0,1165.0,1.64M,1.93,3.34,20.86%,3.56%,6.96%,59.46bpm
liabilities_curr / operating_income,2013,982.0,1126.0,28.9K,0.04,0.01,0.29%,4.60%,6.00%,0.96bpm
liabilities_curr / operating_income,2014,975.0,1127.0,-317K,-0.3,-0.23,-3.17%,6.10%,5.63%,-11.18bpm
liabilities_curr / operating_income,2015,937.0,1122.0,215K,0.13,0.08,2.15%,7.93%,5.57%,7.65bpm
liabilities_curr / operating_income,2016,956.0,1074.0,-1.15M,-0.67,-0.9,-11.54%,10.09%,6.48%,-35.35bpm
liabilities_curr / operating_income,2017,895.0,1131.0,-662K,-4.8,-17.78,-49.07%,3.67%,3.58%,-271.80bpm
liabilities_curr / operating_income,2012-2017,959.0,1121.0,-250K,-0.04,-0.01,-0.51%,13.94%,6.02%,-1.68bpm
ppent / liabilities_curr,2012,832.0,1282.0,630K,2.01,3.02,8.01%,1.02%,3.54%,44.87bpm
ppent / liabilities_curr,2013,835.0,1275.0,406K,0.93,1.15,4.06%,2.19%,2.65%,30.44bpm
ppent / liabilities_curr,2014,828.0,1275.0,564K,1.24,1.89,5.64%,2.47%,2.43%,46.09bpm
ppent / liabilities_curr,2015,799.0,1262.0,-103K,-0.18,-0.11,-1.03%,2.58%,2.80%,-7.30bpm
ppent / liabilities_curr,2016,793.0,1236.0,-1.15M,-1.65,-3.6,-11.52%,8.09%,2.42%,-94.28bpm
ppent / liabilities_curr,2017,796.0,1226.0,-278K,-2.81,-8.97,-20.62%,1.15%,2.03%,-201.54bpm
ppent / liabilities_curr,2012-2017,816.0,1264.0,67.5K,0.03,0.01,0.14%,9.14%,2.71%,1.00bpm
liabilities_curr / ppent,2012,729.0,1381.0,-989K,-1.23,-1.87,-12.59%,8.66%,5.44%,-45.88bpm
liabilities_curr / ppent,2013,724.0,1382.0,-1.59M,-1.37,-2.85,-15.90%,12.94%,3.70%,-85.25bpm
liabilities_curr / ppent,2014,724.0,1375.0,-1.07M,-0.5,-0.74,-10.74%,16.91%,4.80%,-44.36bpm
liabilities_curr / ppent,2015,715.0,1342.0,-1.38M,-1.11,-2.07,-13.83%,10.31%,3.98%,-68.88bpm
liabilities_curr / ppent,2016,694.0,1333.0,-1.39M,-0.83,-1.55,-13.86%,8.44%,3.97%,-69.21bpm
liabilities_curr / ppent,2017,674.0,1344.0,-461K,-2.69,-9.48,-34.20%,3.03%,2.74%,-247.44bpm
liabilities_curr / ppent,2012-2017,715.0,1361.0,-6.88M,-0.92,-1.66,-13.99%,34.59%,4.29%,-64.70bpm
pretax_income / liabilities_curr,2012,998.0,1126.0,-92.5K,-0.18,-0.09,-1.18%,3.38%,4.64%,-5.03bpm
pretax_income / liabilities_curr,2013,1028.0,1090.0,-159K,-0.22,-0.13,-1.59%,4.17%,4.42%,-7.11bpm
pretax_income / liabilities_curr,2014,1046.0,1068.0,-880K,-0.77,-1.01,-8.80%,10.77%,5.03%,-34.69bpm
pretax_income / liabilities_curr,2015,1026.0,1044.0,1.93M,1.52,2.32,19.25%,4.00%,8.29%,46.05bpm
pretax_income / liabilities_curr,2016,1022.0,1017.0,-302K,-0.26,-0.22,-3.02%,11.69%,4.27%,-14.05bpm
pretax_income / liabilities_curr,2017,1001.0,1029.0,-129K,-1.64,-3.74,-9.52%,1.38%,1.83%,-103.13bpm
pretax_income / liabilities_curr,2012-2017,1025.0,1066.0,364K,0.07,0.03,0.74%,11.69%,5.27%,2.79bpm
liabilities_curr / pretax_income,2012,1016.0,1108.0,-164K,-0.22,-0.13,-2.09%,6.71%,6.53%,-6.36bpm
liabilities_curr / pretax_income,2013,1068.0,1050.0,750K,0.79,0.91,7.50%,6.84%,5.69%,26.15bpm
liabilities_curr / pretax_income,2014,1004.0,1110.0,-815K,-1.24,-1.53,-8.15%,4.86%,5.36%,-30.13bpm
liabilities_curr / pretax_income,2015,986.0,1084.0,1.00M,1.35,1.73,10.02%,2.09%,6.09%,32.62bpm
liabilities_curr / pretax_income,2016,967.0,1072.0,-675K,-0.9,-1.0,-6.75%,5.40%,5.46%,-24.53bpm
liabilities_curr / pretax_income,2017,1042.0,989.0,30.0K,0.29,0.26,2.23%,0.90%,2.78%,15.91bpm
liabilities_curr / pretax_income,2012-2017,1009.0,1081.0,129K,0.03,0.01,0.26%,7.79%,5.71%,0.91bpm
rd_expense / liabilities_curr,2012,918.0,785.0,-860K,-0.73,-0.7,-10.95%,7.90%,12.03%,-18.05bpm
rd_expense / liabilities_curr,2013,910.0,800.0,3.32M,2.59,4.42,33.18%,2.98%,11.35%,57.99bpm
rd_expense / liabilities_curr,2014,906.0,791.0,2.05M,1.13,1.58,20.53%,6.68%,10.44%,39.03bpm
rd_expense / liabilities_curr,2015,873.0,781.0,-2.31M,-1.0,-1.4,-23.06%,18.72%,11.69%,-39.14bpm
rd_expense / liabilities_curr,2016,832.0,807.0,104K,0.04,0.01,1.04%,10.32%,10.28%,2.00bpm
rd_expense / liabilities_curr,2017,830.0,839.0,227K,1.67,1.98,16.80%,1.34%,11.99%,27.78bpm
rd_expense / liabilities_curr,2012-2017,885.0,794.0,2.53M,0.26,0.18,5.15%,18.86%,11.14%,9.17bpm
liabilities_curr / rd_expense,2012,635.0,631.0,-912K,-3.1,-3.91,-11.60%,4.79%,7.28%,-31.61bpm
liabilities_curr / rd_expense,2013,627.0,634.0,-333K,-0.87,-0.62,-3.33%,3.63%,6.60%,-10.01bpm
liabilities_curr / rd_expense,2014,610.0,618.0,396K,0.83,0.63,3.96%,1.51%,6.91%,11.35bpm
liabilities_curr / rd_expense,2015,592.0,599.0,194K,0.43,0.23,1.94%,1.50%,6.84%,5.62bpm
liabilities_curr / rd_expense,2016,592.0,584.0,-838K,-1.24,-1.41,-8.38%,5.74%,6.54%,-25.41bpm
liabilities_curr / rd_expense,2017,593.0,628.0,-253K,-4.44,-10.86,-18.75%,1.72%,3.14%,-118.62bpm
liabilities_curr / rd_expense,2012-2017,610.0,613.0,-1.75M,-0.73,-0.53,-3.55%,9.27%,6.71%,-10.48bpm
receivable / liabilities_curr,2012,892.0,1179.0,381K,1.48,1.68,4.85%,0.68%,3.79%,25.40bpm
receivable / liabilities_curr,2013,888.0,1174.0,429K,1.46,1.75,4.29%,1.04%,2.97%,28.61bpm
receivable / liabilities_curr,2014,872.0,1186.0,-601K,-1.47,-1.99,-6.01%,4.12%,3.29%,-36.24bpm
receivable / liabilities_curr,2015,841.0,1174.0,-814K,-1.6,-2.24,-8.14%,5.29%,4.18%,-38.69bpm
receivable / liabilities_curr,2016,860.0,1127.0,686K,1.6,2.5,6.86%,2.42%,2.82%,48.25bpm
receivable / liabilities_curr,2017,850.0,1126.0,-229K,-6.07,-17.38,-16.95%,1.05%,2.07%,-162.41bpm
receivable / liabilities_curr,2012-2017,869.0,1166.0,-149K,-0.08,-0.02,-0.30%,8.68%,3.36%,-1.79bpm
liabilities_curr / receivable,2012,711.0,1321.0,-2.33M,-2.13,-4.53,-29.63%,14.29%,6.55%,-89.77bpm
liabilities_curr / receivable,2013,714.0,1306.0,-725K,-0.5,-0.58,-7.25%,8.91%,5.23%,-27.50bpm
liabilities_curr / receivable,2014,710.0,1300.0,2.02M,1.41,2.4,20.25%,4.57%,7.00%,57.36bpm
liabilities_curr / receivable,2015,688.0,1271.0,3.82M,1.97,5.41,38.23%,4.20%,5.10%,148.85bpm
liabilities_curr / receivable,2016,660.0,1272.0,92.0K,0.05,0.02,0.92%,6.80%,5.37%,3.40bpm
liabilities_curr / receivable,2017,640.0,1284.0,-1.74M,-5.02,-45.81,-128.61%,11.23%,1.54%,-1652.29bpm
liabilities_curr / receivable,2012-2017,694.0,1292.0,1.15M,0.14,0.09,2.34%,17.22%,5.70%,8.14bpm
retained_earnings / liabilities_curr,2012,1032.0,903.0,831K,1.52,1.99,10.57%,3.34%,6.17%,34.01bpm
retained_earnings / liabilities_curr,2013,1043.0,894.0,-1.03M,-1.1,-1.48,-10.35%,8.01%,5.68%,-36.17bpm
retained_earnings / liabilities_curr,2014,1087.0,852.0,2.09M,1.82,3.38,20.89%,4.17%,6.04%,68.61bpm
retained_earnings / liabilities_curr,2015,1053.0,858.0,3.01M,2.19,4.18,30.11%,3.82%,8.28%,72.15bpm
retained_earnings / liabilities_curr,2016,1009.0,882.0,826K,0.84,1.12,8.26%,5.01%,4.65%,35.28bpm
retained_earnings / liabilities_curr,2017,1002.0,905.0,-115K,-1.31,-2.49,-8.53%,1.67%,2.38%,-71.04bpm
retained_earnings / liabilities_curr,2012-2017,1044.0,878.0,5.61M,1.07,1.47,11.39%,8.56%,6.06%,37.32bpm
liabilities_curr / retained_earnings,2012,895.0,1041.0,134K,0.23,0.11,1.71%,2.88%,7.22%,4.69bpm
liabilities_curr / retained_earnings,2013,919.0,1018.0,-960K,-1.04,-1.25,-9.60%,6.08%,6.61%,-28.85bpm
liabilities_curr / retained_earnings,2014,938.0,1001.0,958K,1.05,1.26,9.58%,3.55%,6.65%,28.55bpm
liabilities_curr / retained_earnings,2015,917.0,995.0,-469K,-0.54,-0.43,-4.69%,6.70%,7.29%,-12.77bpm
liabilities_curr / retained_earnings,2016,935.0,957.0,-790K,-0.81,-0.95,-7.90%,8.53%,5.74%,-27.30bpm
liabilities_curr / retained_earnings,2017,914.0,993.0,55.2K,0.7,0.84,4.09%,1.14%,2.82%,28.82bpm
liabilities_curr / retained_earnings,2012-2017,922.0,1000.0,-1.07M,-0.24,-0.14,-2.18%,11.38%,6.57%,-6.58bpm
return_assets / liabilities_curr,2012,904.0,1221.0,1.63M,1.5,2.71,20.69%,4.96%,6.35%,64.68bpm
return_assets / liabilities_curr,2013,1001.0,1118.0,-1.15M,-0.63,-0.85,-11.51%,14.30%,6.35%,-36.00bpm
return_assets / liabilities_curr,2014,1034.0,1081.0,1.60M,0.82,1.2,15.96%,12.23%,7.60%,41.69bpm
return_assets / liabilities_curr,2015,1005.0,1066.0,974K,0.59,0.68,9.74%,6.81%,7.17%,26.98bpm
return_assets / liabilities_curr,2016,976.0,1063.0,1.27M,0.84,1.25,12.68%,11.02%,5.73%,43.91bpm
return_assets / liabilities_curr,2017,968.0,1062.0,-75.3K,-0.63,-0.92,-5.58%,2.68%,2.64%,-42.01bpm
return_assets / liabilities_curr,2012-2017,987.0,1104.0,4.24M,0.51,0.59,8.61%,17.42%,6.54%,26.13bpm
liabilities_curr / return_assets,2012,781.0,1344.0,117K,0.22,0.11,1.50%,3.04%,5.83%,5.09bpm
liabilities_curr / return_assets,2013,787.0,1332.0,-1.31M,-1.63,-2.83,-13.12%,6.97%,4.35%,-59.87bpm
liabilities_curr / return_assets,2014,768.0,1346.0,-879K,-1.21,-1.71,-8.79%,4.32%,4.40%,-39.67bpm
liabilities_curr / return_assets,2015,766.0,1305.0,-501K,-0.77,-0.71,-5.01%,4.43%,5.81%,-17.11bpm
liabilities_curr / return_assets,2016,828.0,1211.0,-67.6K,-0.09,-0.03,-0.68%,4.92%,4.69%,-2.86bpm
liabilities_curr / return_assets,2017,707.0,1322.0,496K,4.84,20.04,36.76%,0.74%,2.14%,340.67bpm
liabilities_curr / return_assets,2012-2017,784.0,1307.0,-2.15M,-0.6,-0.56,-4.36%,18.82%,4.90%,-17.66bpm
return_equity / liabilities_curr,2012,985.0,1127.0,1.33M,0.77,1.14,16.94%,8.75%,7.64%,43.96bpm
return_equity / liabilities_curr,2013,1024.0,1082.0,-738K,-0.39,-0.39,-7.38%,7.96%,7.46%,-19.61bpm
return_equity / liabilities_curr,2014,1045.0,1057.0,-1.58M,-0.71,-0.98,-15.82%,13.15%,8.23%,-38.13bpm
return_equity / liabilities_curr,2015,1040.0,1022.0,3.17M,2.04,3.67,31.67%,3.92%,9.80%,64.15bpm
return_equity / liabilities_curr,2016,1023.0,1007.0,1.07M,0.71,0.96,10.69%,9.09%,5.92%,35.80bpm
return_equity / liabilities_curr,2017,1082.0,941.0,235K,1.89,5.08,17.38%,1.54%,2.41%,143.02bpm
return_equity / liabilities_curr,2012-2017,1027.0,1053.0,3.48M,0.38,0.36,7.08%,19.91%,7.67%,18.30bpm
liabilities_curr / return_equity,2012,763.0,1349.0,44.2K,0.08,0.02,0.56%,3.24%,5.85%,1.91bpm
liabilities_curr / return_equity,2013,785.0,1321.0,-1.80M,-2.25,-4.62,-17.99%,9.29%,4.26%,-83.84bpm
liabilities_curr / return_equity,2014,760.0,1341.0,-183K,-0.26,-0.17,-1.83%,3.16%,4.27%,-8.50bpm
liabilities_curr / return_equity,2015,772.0,1290.0,-296K,-0.43,-0.31,-2.96%,3.34%,5.47%,-10.74bpm
liabilities_curr / return_equity,2016,823.0,1207.0,-328K,-0.39,-0.33,-3.28%,5.82%,4.61%,-14.10bpm
liabilities_curr / return_equity,2017,700.0,1323.0,470K,5.09,20.1,34.86%,0.47%,2.23%,309.97bpm
liabilities_curr / return_equity,2012-2017,779.0,1300.0,-2.09M,-0.56,-0.53,-4.25%,18.29%,4.78%,-17.65bpm
revenue / liabilities_curr,2012,911.0,1215.0,871K,2.77,4.73,11.09%,0.74%,3.82%,57.58bpm
revenue / liabilities_curr,2013,932.0,1188.0,664K,1.52,2.28,6.64%,1.06%,2.97%,44.40bpm
revenue / liabilities_curr,2014,940.0,1176.0,-525K,-0.86,-1.07,-5.25%,5.37%,3.41%,-30.56bpm
revenue / liabilities_curr,2015,902.0,1170.0,1.59M,2.12,3.44,15.88%,2.48%,6.01%,52.41bpm
revenue / liabilities_curr,2016,870.0,1171.0,780K,1.44,2.48,7.80%,2.44%,2.63%,58.76bpm
revenue / liabilities_curr,2017,869.0,1162.0,-313K,-7.12,-25.71,-23.19%,1.37%,1.78%,-258.83bpm
revenue / liabilities_curr,2012-2017,910.0,1182.0,3.07M,1.1,1.43,6.23%,6.02%,3.71%,33.31bpm
liabilities_curr / revenue,2012,815.0,1286.0,499K,0.27,0.26,6.35%,9.75%,6.96%,18.12bpm
liabilities_curr / revenue,2013,807.0,1282.0,-2.93M,-1.16,-2.38,-29.32%,17.90%,6.99%,-83.22bpm
liabilities_curr / revenue,2014,802.0,1275.0,-631K,-0.32,-0.34,-6.31%,16.80%,5.53%,-22.66bpm
liabilities_curr / revenue,2015,775.0,1246.0,-1.33M,-0.67,-0.91,-13.26%,7.36%,7.08%,-37.18bpm
liabilities_curr / revenue,2016,756.0,1240.0,1.61M,0.44,0.64,16.13%,8.90%,7.65%,41.83bpm
liabilities_curr / revenue,2017,738.0,1248.0,-1.53M,-5.44,-48.34,-113.29%,9.97%,1.44%,-1565.27bpm
liabilities_curr / revenue,2012-2017,788.0,1265.0,-4.31M,-0.34,-0.39,-8.75%,34.42%,6.69%,-25.97bpm
sales / liabilities_curr,2012,911.0,1215.0,871K,2.77,4.73,11.09%,0.74%,3.82%,57.58bpm
sales / liabilities_curr,2013,932.0,1188.0,664K,1.52,2.28,6.64%,1.06%,2.97%,44.40bpm
sales / liabilities_curr,2014,940.0,1176.0,-525K,-0.86,-1.07,-5.25%,5.37%,3.41%,-30.56bpm
sales / liabilities_curr,2015,902.0,1170.0,1.59M,2.12,3.44,15.88%,2.48%,6.01%,52.41bpm
sales / liabilities_curr,2016,870.0,1171.0,780K,1.44,2.48,7.80%,2.44%,2.63%,58.76bpm
sales / liabilities_curr,2017,869.0,1162.0,-313K,-7.12,-25.71,-23.19%,1.37%,1.78%,-258.83bpm
sales / liabilities_curr,2012-2017,910.0,1182.0,3.07M,1.1,1.43,6.23%,6.02%,3.71%,33.31bpm
liabilities_curr / sales,2012,815.0,1286.0,499K,0.27,0.26,6.35%,9.75%,6.96%,18.12bpm
liabilities_curr / sales,2013,807.0,1282.0,-2.93M,-1.16,-2.38,-29.32%,17.90%,6.99%,-83.22bpm
liabilities_curr / sales,2014,802.0,1275.0,-631K,-0.32,-0.34,-6.31%,16.80%,5.53%,-22.66bpm
liabilities_curr / sales,2015,775.0,1246.0,-1.33M,-0.67,-0.91,-13.26%,7.36%,7.08%,-37.18bpm
liabilities_curr / sales,2016,756.0,1240.0,1.61M,0.44,0.64,16.13%,8.90%,7.65%,41.83bpm
liabilities_curr / sales,2017,738.0,1248.0,-1.53M,-5.44,-48.34,-113.29%,9.97%,1.44%,-1565.27bpm
liabilities_curr / sales,2012-2017,788.0,1265.0,-4.31M,-0.34,-0.39,-8.75%,34.42%,6.69%,-25.97bpm
sales_growth / liabilities_curr,2012,1066.0,1052.0,-3.46M,-1.32,-2.77,-44.02%,27.43%,9.98%,-87.49bpm
sales_growth / liabilities_curr,2013,1084.0,1017.0,-763K,-0.23,-0.23,-7.63%,15.07%,8.08%,-18.73bpm
sales_growth / liabilities_curr,2014,1040.0,1059.0,3.83M,1.39,2.6,38.30%,8.92%,10.95%,69.38bpm
sales_growth / liabilities_curr,2015,1084.0,974.0,1.65M,0.64,0.8,16.49%,9.18%,10.70%,30.58bpm
sales_growth / liabilities_curr,2016,1063.0,970.0,-151K,-0.04,-0.02,-1.51%,16.50%,10.79%,-2.77bpm
sales_growth / liabilities_curr,2017,1057.0,960.0,1.24M,3.02,21.58,92.06%,1.50%,1.80%,1014.47bpm
sales_growth / liabilities_curr,2012-2017,1067.0,1011.0,2.35M,0.15,0.11,4.77%,32.94%,9.88%,9.59bpm
liabilities_curr / sales_growth,2012,983.0,1095.0,889K,1.41,1.44,11.31%,2.23%,10.93%,20.54bpm
liabilities_curr / sales_growth,2013,962.0,1088.0,-248K,-0.19,-0.1,-2.48%,10.60%,9.33%,-5.26bpm
liabilities_curr / sales_growth,2014,958.0,1081.0,344K,0.6,0.36,3.44%,1.80%,9.94%,6.86bpm
liabilities_curr / sales_growth,2015,949.0,1039.0,661K,1.03,0.81,6.61%,2.52%,10.74%,12.21bpm
liabilities_curr / sales_growth,2016,966.0,1001.0,-138K,-0.1,-0.03,-1.38%,8.62%,12.62%,-2.17bpm
liabilities_curr / sales_growth,2017,975.0,959.0,-99.7K,-1.82,-2.12,-7.39%,0.85%,5.44%,-26.95bpm
liabilities_curr / sales_growth,2012-2017,963.0,1057.0,1.41M,0.29,0.15,2.86%,10.88%,10.56%,5.38bpm
sales_ps / liabilities_curr,2012,744.0,1382.0,536K,1.17,1.61,6.83%,2.22%,3.62%,37.38bpm
sales_ps / liabilities_curr,2013,753.0,1367.0,519K,1.02,1.42,5.19%,1.60%,2.68%,38.38bpm
sales_ps / liabilities_curr,2014,757.0,1360.0,-569K,-0.93,-1.28,-5.69%,3.27%,2.98%,-37.88bpm
sales_ps / liabilities_curr,2015,712.0,1361.0,339K,0.55,0.51,3.39%,3.25%,3.96%,16.97bpm
sales_ps / liabilities_curr,2016,681.0,1361.0,1.34M,1.81,4.23,13.36%,3.46%,2.44%,108.79bpm
sales_ps / liabilities_curr,2017,683.0,1348.0,-595K,-8.1,-41.51,-44.08%,2.79%,1.68%,-520.63bpm
sales_ps / liabilities_curr,2012-2017,727.0,1365.0,1.57M,0.51,0.52,3.18%,5.64%,3.08%,20.54bpm
liabilities_curr / sales_ps,2012,630.0,1472.0,203K,0.2,0.14,2.59%,6.12%,5.38%,9.55bpm
liabilities_curr / sales_ps,2013,633.0,1455.0,-2.53M,-1.68,-3.76,-25.31%,14.28%,5.06%,-99.29bpm
liabilities_curr / sales_ps,2014,647.0,1431.0,-259K,-0.26,-0.23,-2.59%,4.38%,3.34%,-15.38bpm
liabilities_curr / sales_ps,2015,613.0,1410.0,75.1K,0.06,0.02,0.75%,4.58%,4.72%,3.16bpm
liabilities_curr / sales_ps,2016,603.0,1393.0,-1.18M,-0.74,-1.22,-11.83%,11.26%,4.34%,-54.12bpm
liabilities_curr / sales_ps,2017,589.0,1397.0,-917K,-5.7,-33.06,-67.98%,6.14%,2.02%,-667.12bpm
liabilities_curr / sales_ps,2012-2017,624.0,1430.0,-4.61M,-0.69,-1.0,-9.37%,25.10%,4.46%,-41.66bpm
SGA_expense / liabilities_curr,2012,766.0,1068.0,-192K,-0.53,-0.43,-2.44%,3.69%,3.69%,-13.11bpm
SGA_expense / liabilities_curr,2013,763.0,1081.0,-33.7K,-0.06,-0.02,-0.34%,3.09%,2.99%,-2.24bpm
SGA_expense / liabilities_curr,2014,754.0,1079.0,-361K,-0.49,-0.52,-3.61%,7.02%,3.29%,-21.75bpm
SGA_expense / liabilities_curr,2015,738.0,1034.0,-308K,-0.41,-0.4,-3.08%,3.06%,3.31%,-18.46bpm
SGA_expense / liabilities_curr,2016,747.0,1004.0,376K,0.5,0.58,3.76%,4.54%,2.79%,26.76bpm
SGA_expense / liabilities_curr,2017,732.0,1021.0,-105K,-1.38,-2.82,-7.75%,0.59%,1.85%,-83.16bpm
SGA_expense / liabilities_curr,2012-2017,753.0,1052.0,-623K,-0.19,-0.12,-1.27%,11.15%,3.16%,-7.97bpm
liabilities_curr / SGA_expense,2012,724.0,1109.0,-823K,-1.45,-2.36,-10.47%,5.90%,3.95%,-52.54bpm
liabilities_curr / SGA_expense,2013,722.0,1121.0,-124K,-0.17,-0.1,-1.24%,5.42%,3.57%,-6.86bpm
liabilities_curr / SGA_expense,2014,723.0,1109.0,263K,0.44,0.4,2.63%,2.36%,3.16%,16.53bpm
liabilities_curr / SGA_expense,2015,691.0,1081.0,305K,0.39,0.34,3.05%,2.47%,3.92%,15.42bpm
liabilities_curr / SGA_expense,2016,676.0,1075.0,-363K,-0.33,-0.29,-3.63%,4.98%,4.53%,-15.92bpm
liabilities_curr / SGA_expense,2017,681.0,1071.0,39.9K,0.65,0.79,2.96%,0.88%,2.04%,28.79bpm
liabilities_curr / SGA_expense,2012-2017,706.0,1098.0,-702K,-0.18,-0.11,-1.43%,8.11%,3.77%,-7.51bpm
working_capital / liabilities_curr,2012,812.0,1310.0,329K,0.91,0.95,4.19%,2.29%,3.83%,21.67bpm
working_capital / liabilities_curr,2013,817.0,1299.0,-40.7K,-0.08,-0.03,-0.41%,2.85%,3.65%,-2.21bpm
working_capital / liabilities_curr,2014,820.0,1292.0,-227K,-0.3,-0.25,-2.27%,5.49%,3.44%,-13.08bpm
working_capital / liabilities_curr,2015,811.0,1259.0,-1.44M,-1.68,-3.09,-14.37%,9.22%,4.25%,-67.10bpm
working_capital / liabilities_curr,2016,808.0,1230.0,-861K,-1.15,-1.9,-8.61%,5.83%,3.19%,-53.49bpm
working_capital / liabilities_curr,2017,796.0,1236.0,-174K,-2.42,-6.28,-12.91%,0.52%,1.93%,-132.98bpm
working_capital / liabilities_curr,2012-2017,813.0,1275.0,-2.41M,-0.71,-0.83,-4.90%,16.81%,3.62%,-26.87bpm
liabilities_curr / working_capital,2012,886.0,1235.0,-772K,-1.61,-2.2,-9.97%,5.00%,5.32%,-37.16bpm
liabilities_curr / working_capital,2013,922.0,1192.0,-680K,-0.79,-0.89,-6.80%,9.63%,5.36%,-25.19bpm
liabilities_curr / working_capital,2014,941.0,1170.0,-500K,-0.49,-0.48,-5.00%,4.86%,5.33%,-18.61bpm
liabilities_curr / working_capital,2015,939.0,1130.0,1.03M,1.14,1.5,10.28%,2.22%,5.90%,34.60bpm
liabilities_curr / working_capital,2016,928.0,1110.0,1.88M,1.45,2.8,18.76%,5.00%,5.05%,73.67bpm
liabilities_curr / working_capital,2017,845.0,1180.0,8.97K,0.09,0.03,0.61%,0.89%,5.17%,2.34bpm
liabilities_curr / working_capital,2012-2017,923.0,1165.0,962K,0.2,0.12,1.95%,11.61%,5.39%,7.20bpm
operating_income / operating_expense,2012,1181.0,1506.0,885K,1.89,3.27,11.43%,1.69%,3.82%,59.32bpm
operating_income / operating_expense,2013,1193.0,1508.0,13.6K,0.02,0.01,0.14%,3.21%,2.86%,0.94bpm
operating_income / operating_expense,2014,1210.0,1474.0,-290K,-0.38,-0.36,-2.90%,5.23%,3.25%,-17.67bpm
operating_income / operating_expense,2015,1226.0,1441.0,1.94M,1.69,2.91,19.38%,4.97%,6.53%,58.85bpm
operating_income / operating_expense,2016,1217.0,1466.0,372K,0.55,0.6,3.72%,4.69%,3.10%,23.81bpm
operating_income / operating_expense,2017,1185.0,1471.0,132K,1.72,2.98,9.02%,0.79%,3.00%,59.64bpm
operating_income / operating_expense,2012-2017,1206.0,1477.0,3.05M,0.79,1.0,6.20%,6.30%,3.89%,31.61bpm
operating_expense / operating_income,2012,1188.0,1499.0,1.85M,2.27,4.43,23.88%,3.30%,6.29%,75.30bpm
operating_expense / operating_income,2013,1240.0,1461.0,-99.2K,-0.14,-0.06,-0.99%,3.84%,5.41%,-3.64bpm
operating_expense / operating_income,2014,1206.0,1478.0,-539K,-0.62,-0.63,-5.39%,6.16%,5.20%,-20.59bpm
operating_expense / operating_income,2015,1202.0,1465.0,209K,0.13,0.08,2.09%,8.46%,5.51%,7.53bpm
operating_expense / operating_income,2016,1234.0,1449.0,-500K,-0.32,-0.29,-5.00%,9.32%,6.20%,-16.02bpm
operating_expense / operating_income,2017,1230.0,1425.0,-680K,-4.27,-12.92,-46.33%,3.23%,5.07%,-181.25bpm
operating_expense / operating_income,2012-2017,1216.0,1468.0,238K,0.04,0.01,0.48%,13.26%,5.67%,1.69bpm
ppent / operating_expense,2012,955.0,1532.0,60.6K,0.13,0.06,0.78%,2.69%,3.70%,4.20bpm
ppent / operating_expense,2013,966.0,1517.0,684K,0.66,1.06,6.84%,4.72%,2.65%,51.27bpm
ppent / operating_expense,2014,935.0,1523.0,1.07M,1.9,3.79,10.65%,2.66%,2.67%,79.13bpm
ppent / operating_expense,2015,935.0,1510.0,288K,0.46,0.41,2.88%,2.09%,3.57%,16.02bpm
ppent / operating_expense,2016,966.0,1491.0,-1.20M,-1.73,-3.52,-11.96%,6.98%,2.87%,-82.67bpm
ppent / operating_expense,2017,948.0,1496.0,159K,2.12,5.08,10.83%,0.38%,1.88%,114.02bpm
ppent / operating_expense,2012-2017,951.0,1513.0,1.06M,0.3,0.25,2.16%,6.98%,3.03%,14.13bpm
operating_expense / ppent,2012,822.0,1616.0,-708K,-0.77,-1.1,-9.14%,10.50%,4.56%,-39.83bpm
operating_expense / ppent,2013,818.0,1609.0,-392K,-0.35,-0.35,-3.92%,9.64%,4.02%,-19.38bpm
operating_expense / ppent,2014,808.0,1592.0,-1.14M,-0.65,-0.93,-11.36%,16.45%,5.50%,-41.00bpm
operating_expense / ppent,2015,813.0,1574.0,-960K,-0.66,-0.98,-9.60%,9.37%,4.39%,-43.36bpm
operating_expense / ppent,2016,807.0,1590.0,-1.79M,-1.06,-2.23,-17.87%,8.87%,4.04%,-87.87bpm
operating_expense / ppent,2017,773.0,1602.0,12.2K,0.05,0.02,0.83%,3.45%,3.93%,4.19bpm
operating_expense / ppent,2012-2017,812.0,1595.0,-4.97M,-0.68,-1.02,-10.10%,30.60%,4.48%,-44.74bpm
pretax_income / operating_expense,2012,1245.0,1451.0,895K,1.93,3.15,11.57%,1.40%,4.37%,52.56bpm
pretax_income / operating_expense,2013,1259.0,1445.0,444K,0.66,0.62,4.44%,2.33%,5.10%,17.26bpm
pretax_income / operating_expense,2014,1269.0,1422.0,-456K,-0.57,-0.62,-4.56%,5.06%,3.83%,-23.59bpm
pretax_income / operating_expense,2015,1290.0,1386.0,1.71M,1.58,2.47,17.09%,4.27%,7.00%,48.41bpm
pretax_income / operating_expense,2016,1315.0,1378.0,-462K,-0.68,-0.75,-4.62%,6.70%,3.77%,-24.36bpm
pretax_income / operating_expense,2017,1251.0,1412.0,136K,1.58,2.62,9.28%,0.49%,3.37%,54.57bpm
pretax_income / operating_expense,2012-2017,1276.0,1415.0,2.27M,0.58,0.57,4.61%,6.81%,4.79%,19.07bpm
